sample_ID,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
3305,85,DRB1,Verifi,PASSED,15556,18120,3.8054,0.7842
1825,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1267,90,DRB1,Verifi,PASSED,15290,No second peak,7.1282,No second peak
3261,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1846,103,DRB1,Verifi,PASSED,9951,14877,0.2719,10.8782
1607,107,DRB1,Verifi,PASSED,14103,19060,21.5107,1.9819
3686,112,DRB1,Verifi,PASSED,11710,15471,21.2442,4.8632
5253,113,DRB1,Verifi,PASSED,14445,17778,18.3337,2.3754
3979,120,DRB1,Verifi,PASSED,13249,18291,4.1572,0.8161
5528,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4533,90,DRB1,Verifi,PASSED,13637,17686,1.8619,0.4542
3395,91,DRB1,Verifi,PASSED,13720,16116,4.4861,4.6708
1911,103,DRB1,Verifi,PASSED,12893,18347,7.5412,1.0674
514,107,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2638,112,DRB1,Verifi,PASSED,11368,17094,28.3656,1.4039
701,113,DRB1,Verifi,PASSED,15727,No second peak,2.9625,No second peak
2404,120,DRB1,Verifi,PASSED,12394,17949,15.6396,1.9369
4635,125,DRB1,Verifi,PASSED,11984,15620,12.4166,3.1093
3306,129,DRB1,Verifi,PASSED,15538,No second peak,6.7516,No second peak
1349,143,DRB1,Verifi,PASSED,12563,18099,10.9279,1.4553
1455,148,DRB1,Verifi,PASSED,17604,No second peak,0.361,No second peak
3833,149,DRB1,Verifi,PASSED,12992,15556,5.0683,4.5878
2403,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4152,175,DRB1,Verifi,PASSED,14018,No second peak,24.407,No second peak
4534,185,DRB1,Verifi,PASSED,12223,16752,16.5307,3.0334
5797,125,DRB1,Verifi,PASSED,15207,18182,5.6767,0.8739
1343,129,DRB1,Verifi,PASSED,16860,No second peak,3.1486,No second peak
5101,143,DRB1,Verifi,PASSED,11736,16942,12.9554,1.2127
1391,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1535,149,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5443,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5321,175,DRB1,Verifi,PASSED,14787,17863,10.7992,1.6518
2098,185,DRB1,Verifi,PASSED,11197,No second peak,40.0398,No second peak
2687,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1403,188,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5431,201,DRB1,Verifi,PASSED,15455,No second peak,6.7362,No second peak
5798,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2267,214,DRB1,Verifi,PASSED,14189,No second peak,24.0111,No second peak
6217,218,DRB1,Verifi,PASSED,14274,No second peak,21.2946,No second peak
2221,233,DRB1,Verifi,PASSED,15812,No second peak,14.7417,No second peak
3699,245,DRB1,Verifi,PASSED,17351,No second peak,1.4261,No second peak
4151,249,DRB1,Verifi,PASSED,14959,No second peak,8.4129,No second peak
2023,252,DRB1,Verifi,PASSED,13141,15455,4.3387,6.2541
3096,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3095,264,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1519,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1361,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3769,349,DRB1,Verifi,PASSED,14701,No second peak,15.0117,No second peak
6016,364,DRB1,Verifi,PASSED,16667,No second peak,5.565,No second peak
2222,367,DRB1,Verifi,PASSED,15868,No second peak,8.6206,No second peak
2002,380,DRB1,Verifi,PASSED,12397,16860,10.7926,2.5387
3218,393,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1979,395,DRB1,Verifi,PASSED,14711,No second peak,17.9678,No second peak
2981,396,DRB1,Verifi,PASSED,13163,17265,1.3487,0.5617
2637,397,DRB1,Verifi,PASSED,11112,16752,33.6642,1.7566
3375,400,DRB1,Verifi,PASSED,13932,16496,0.4651,0.2409
6092,402,DRB1,Verifi,PASSED,14701,19402,18.5411,3.3249
4701,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
707,407,DRB1,Verifi,PASSED,14463,19917,13.421,0.606
4432,408,DRB1,Verifi,PASSED,11736,16777,15.7684,3.6966
1441,410,DRB1,Verifi,PASSED,13968,No second peak,20.3935,No second peak
4617,412,DRB1,Verifi,PASSED,12308,15727,9.9835,2.794
2435,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5569,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3957,422,DRB1,Verifi,PASSED,15129,No second peak,8.1972,No second peak
1052,429,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5444,431,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4529,433,DRB1,Verifi,PASSED,12893,18430,7.239,0.6947
4501,437,DRB1,Verifi,PASSED,12728,15207,5.7523,5.2642
3977,441,DRB1,Verifi,PASSED,12308,14958,9.0903,8.0737
2217,444,DRB1,Verifi,PASSED,14701,No second peak,15.2031,No second peak
2829,446,DRB1,Verifi,PASSED,11710,No second peak,31.9581,No second peak
6015,449,DRB1,Verifi,PASSED,16325,No second peak,5.6478,No second peak
2887,4,DRB1,Verifi,PASSED,16822,No second peak,4.2371,No second peak
5449,14,DRB1,Verifi,PASSED,13722,17055,32.2928,5.2336
3289,18,DRB1,Verifi,PASSED,14419,17210,15.9344,2.5693
3217,21,DRB1,Verifi,PASSED,14342,16977,15.4811,3.8382
1814,23,DRB1,Verifi,PASSED,12423,No second peak,4.4315,No second peak
5538,29,DRB1,Verifi,PASSED,15079,19219,4.8695,1.3786
3465,32,DRB1,Verifi,PASSED,13907,No second peak,23.331,No second peak
2193,39,DRB1,Verifi,PASSED,11485,16953,26.6044,0.704
2805,44,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4303,54,DRB1,Verifi,PASSED,13799,No second peak,32.3061,No second peak
3449,55,DRB1,Verifi,PASSED,10776,14264,38.6975,11.1506
1677,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2385,66,DRB1,Verifi,PASSED,13985,19375,17.2183,1.4618
4431,71,DRB1,Verifi,PASSED,11017,16094,33.7108,6.52
6145,82,DRB1,Verifi,PASSED,12813,15235,3.8934,3.6165
3825,85,DRB1,Verifi,PASSED,15157,No second peak,3.2837,No second peak
2381,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1829,90,DRB1,Verifi,PASSED,10544,No second peak,75.9762,No second peak
4435,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5221,103,DRB1,Verifi,PASSED,11861,16822,20.6818,3.4593
2431,107,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3367,112,DRB1,Verifi,PASSED,11798,15391,12.8988,3.0931
2801,113,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4049,120,DRB1,Verifi,PASSED,13048,15860,2.3657,1.4988
1411,125,DRB1,Verifi,PASSED,11784,16822,32.276,3.6217
3361,129,DRB1,Verifi,PASSED,14342,No second peak,18.4589,No second peak
1980,143,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
6091,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5419,149,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4015,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4999,175,DRB1,Verifi,PASSED,11485,16485,26.2116,3.0625
4405,185,DRB1,Verifi,PASSED,10704,15860,36.9746,7.2975
4775,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5602,188,DRB1,Verifi,PASSED,10931,17132,40.5197,3.4334
3581,201,DRB1,Verifi,PASSED,15117,No second peak,4.2714,No second peak
5739,209,DRB1,Verifi,PASSED,12171,No second peak,18.2155,No second peak
4195,214,DRB1,Verifi,PASSED,14532,17656,8.9672,1.424
5943,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
6000,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3563,245,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3601,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5676,188,DRB1,Verifi,PASSED,11086,15427,52.7531,12.4583
5570,201,DRB1,Verifi,PASSED,12016,No second peak,19.1783,No second peak
3582,209,DRB1,Verifi,PASSED,15117,No second peak,5.485,No second peak
4331,214,DRB1,Verifi,PASSED,13829,18984,20.6856,2.3638
2991,218,DRB1,Verifi,PASSED,11641,17032,24.3857,4.7291
1749,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1855,245,DRB1,Verifi,PASSED,14688,No second peak,24.0776,No second peak
2262,249,DRB1,Verifi,PASSED,13179,16589,51.1611,7.2275
2250,252,DRB1,Verifi,PASSED,13489,15039,1.0162,18.7979
4464,259,DRB1,Verifi,PASSED,11396,15737,27.6946,10.1405
1966,264,DRB1,Verifi,PASSED,11009,14497,43.7576,13.5342
5202,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4332,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5392,349,DRB1,Verifi,PASSED,12266,14532,5.7396,9.0403
4420,364,DRB1,Verifi,PASSED,15860,No second peak,2.513,No second peak
4350,249,DRB1,Verifi,PASSED,10699,14264,51.149,15.1302
4436,252,DRB1,Verifi,PASSED,11939,15117,0.7727,20.3767
3392,259,DRB1,Verifi,PASSED,11784,No second peak,29.0989,No second peak
3734,264,DRB1,Verifi,PASSED,14962,No second peak,3.2323,No second peak
1248,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3772,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4242,349,DRB1,Verifi,PASSED,15079,No second peak,6.6341,No second peak
426,364,DRB1,Verifi,PASSED,16719,No second peak,4.7501,No second peak
5370,367,DRB1,Verifi,PASSED,11396,13644,22.4286,29.1916
760,380,DRB1,Verifi,PASSED,11086,15272,46.379,11.9035
3364,393,DRB1,Verifi,PASSED,11706,No second peak,26.1952,No second peak
2888,395,DRB1,Verifi,PASSED,12171,16047,1.1269,22.8941
1350,396,DRB1,Verifi,PASSED,11954,17969,11.3571,0.7834
4308,397,DRB1,Verifi,PASSED,10704,14766,27.9561,7.618
3368,400,DRB1,Verifi,PASSED,11173,14922,24.5874,7.4367
1960,402,DRB1,Verifi,PASSED,13985,17344,23.6238,4.0619
2318,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4374,407,DRB1,Verifi,PASSED,11164,15349,42.5686,12.2189
3698,408,DRB1,Verifi,PASSED,11241,16202,37.0931,7.9335
3550,410,DRB1,Verifi,PASSED,9438,14729,1.0842,33.4728
5388,412,DRB1,Verifi,PASSED,13438,16953,24.4052,4.0002
1278,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1362,416,DRB1,Verifi,PASSED,9391,No second peak,0.2158,No second peak
3700,422,DRB1,Verifi,PASSED,16641,No second peak,4.1004,No second peak
3882,429,DRB1,Verifi,PASSED,11474,16512,32.4181,5.8187
3192,431,DRB1,Verifi,PASSED,14419,No second peak,13.4009,No second peak
2890,433,DRB1,Verifi,PASSED,13101,16589,53.1508,8.0831
560,437,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3172,441,DRB1,Verifi,PASSED,10548,16250,35.9212,1.5908
1774,444,DRB1,Verifi,PASSED,11407,16797,26.4529,2.7063
3450,446,DRB1,Verifi,PASSED,11954,15313,10.3777,3.6673
4802,449,DRB1,Verifi,PASSED,15782,No second peak,1.7005,No second peak
1392,4,DRB1,Verifi,PASSED,11834,16334,19.7686,4.2924
3638,14,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5254,18,DRB1,Verifi,PASSED,14834,No second peak,7.8647,No second peak
1028,21,DRB1,Verifi,PASSED,11917,16334,10.9144,4.2119
4178,23,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1634,29,DRB1,Verifi,PASSED,10977,13822,50.7576,23.811
1678,32,DRB1,Verifi,PASSED,10245,15122,128.5521,25.0292
1566,39,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3884,44,DRB1,Verifi,PASSED,13417,No second peak,23.943,No second peak
1746,54,DRB1,Verifi,PASSED,10334,17167,50.7351,2.0365
2229,55,DRB1,Verifi,PASSED,11668,14417,15.2921,10.116
2009,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4366,66,DRB1,Verifi,PASSED,12684,No second peak,96.7201,No second peak
4653,71,DRB1,Verifi,PASSED,10651,No second peak,71.5857,No second peak
5599,82,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5675,85,DRB1,Verifi,PASSED,10651,15122,100.7143,18.5367
2915,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2382,90,DRB1,Verifi,PASSED,13167,No second peak,42.8272,No second peak
2228,91,DRB1,Verifi,PASSED,15084,No second peak,4.5012,No second peak
580,103,DRB1,Verifi,PASSED,10584,17417,45.534,1.3641
6146,107,DRB1,Verifi,PASSED,10977,13253,39.4512,53.6335
4816,112,DRB1,Verifi,PASSED,10326,13740,100.9052,30.2629
1206,113,DRB1,Verifi,PASSED,13171,16017,53.6931,11.4951
4744,120,DRB1,Verifi,PASSED,10489,15610,121.7193,3.112
3228,125,DRB1,Verifi,PASSED,11001,15084,24.2657,5.1881
708,129,DRB1,Verifi,PASSED,13501,No second peak,39.0294,No second peak
3758,143,DRB1,Verifi,PASSED,12084,No second peak,6.3743,No second peak
3666,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2218,149,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2168,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1246,175,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1668,185,DRB1,Verifi,PASSED,11220,15285,2.9143,47.5271
2324,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4016,188,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2688,201,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1558,209,DRB1,Verifi,PASSED,11751,15667,9.525,4.9737
4406,214,DRB1,Verifi,PASSED,9855,14716,156.1098,24.8941
2830,218,DRB1,Verifi,PASSED,10407,No second peak,179.1573,No second peak
3298,233,DRB1,Verifi,PASSED,12602,No second peak,141.4107,No second peak
4196,245,DRB1,Verifi,PASSED,12033,15448,126.4327,17.6
3826,249,DRB1,Verifi,PASSED,13751,16750,17.0475,4.2526
2466,252,DRB1,Verifi,PASSED,10751,15750,35.9441,5.4755
702,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2432,264,DRB1,Verifi,PASSED,14001,18417,16.0418,2.3149
1412,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1912,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3376,349,DRB1,Verifi,PASSED,11058,13253,30.3133,51.3127
2058,364,DRB1,Verifi,PASSED,9855,15610,2.4492,6.2564
3554,367,DRB1,Verifi,PASSED,10000,13751,60.0909,19.7818
2946,380,DRB1,Verifi,PASSED,11751,13834,10.9489,19.8517
3796,393,DRB1,Verifi,PASSED,12251,16500,0.3574,8.4191
2024,395,DRB1,Verifi,PASSED,11668,14001,11.8883,15.5741
4000,396,DRB1,Verifi,PASSED,13009,17155,66.0848,20.8332
3182,397,DRB1,Verifi,PASSED,10082,15529,179.0957,5.2901
1826,400,DRB1,Verifi,PASSED,10651,13009,65.0766,70.8848
2268,402,DRB1,Verifi,PASSED,12196,17561,147.3687,5.5145
4754,367,DRB1,Verifi,PASSED,11501,13834,12.0517,15.2818
1666,380,DRB1,Verifi,PASSED,13917,No second peak,17.8229,No second peak
4910,393,DRB1,Verifi,PASSED,16000,No second peak,7.8627,No second peak
2852,395,DRB1,Verifi,PASSED,13417,16667,23.3029,4.8125
3834,396,DRB1,Verifi,PASSED,11058,13578,32.1695,30.8556
5062,397,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3564,400,DRB1,Verifi,PASSED,12684,No second peak,136.3415,No second peak
5600,402,DRB1,Verifi,PASSED,9855,13415,141.9675,34.9057
2992,404,DRB1,Verifi,PASSED,12001,No second peak,10.7223,No second peak
4530,407,DRB1,Verifi,PASSED,11084,16667,31.3893,5.0093
1750,408,DRB1,Verifi,PASSED,13334,18917,36.6697,1.6197
4122,410,DRB1,Verifi,PASSED,11917,No second peak,19.5956,No second peak
1536,412,DRB1,Verifi,PASSED,11708,No second peak,2.6241,No second peak
668,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1458,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2806,422,DRB1,Verifi,PASSED,10570,16098,130.7527,16.9642
1920,404,DRB1,Verifi,PASSED,12001,15334,5.8705,1.986
4886,407,DRB1,Verifi,PASSED,11917,17334,17.7054,2.3467
1976,408,DRB1,Verifi,PASSED,13167,No second peak,36.154,No second peak
502,410,DRB1,Verifi,PASSED,13917,No second peak,22.9252,No second peak
1247,412,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4604,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
734,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2032,422,DRB1,Verifi,PASSED,10001,13740,131.4618,30.5551
2416,429,DRB1,Verifi,PASSED,13917,17000,17.1962,3.1227
2492,431,DRB1,Verifi,PASSED,12584,16917,5.8867,0.66
5249,433,DRB1,Verifi,PASSED,11501,16500,20.4048,1.857
5527,437,DRB1,Verifi,PASSED,14834,17500,5.1815,0.6813
1245,441,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1565,444,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1665,446,DRB1,Verifi,PASSED,13415,No second peak,48.6242,No second peak
1773,449,DRB1,Verifi,PASSED,10245,15285,110.8694,5.54
1390,4,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1117,14,DRB1,Verifi,PASSED,12315,16777,11.9637,2.2115
1935,18,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1788,21,DRB1,Verifi,PASSED,11736,No second peak,20.4039,No second peak
5730,23,DRB1,Verifi,PASSED,15693,No second peak,12.9414,No second peak
459,29,DRB1,Verifi,PASSED,15000,No second peak,8.0415,No second peak
1405,32,DRB1,Verifi,PASSED,16231,No second peak,8.5966,No second peak
2942,39,DRB1,Verifi,PASSED,12308,17231,12.0898,1.4313
2108,44,DRB1,Verifi,PASSED,16364,No second peak,4.5368,No second peak
4731,54,DRB1,Verifi,PASSED,13059,No second peak,2.8494,No second peak
4851,55,DRB1,Verifi,PASSED,11736,16860,14.9638,1.1617
2994,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2242,66,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1254,71,DRB1,Verifi,PASSED,17385,No second peak,0.8544,No second peak
5235,82,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2091,85,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1513,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5536,90,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3655,91,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4810,103,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4314,107,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1435,112,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1862,113,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5661,120,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4166,125,DRB1,Verifi,PASSED,14546,No second peak,14.6488,No second peak
3830,129,DRB1,Verifi,PASSED,11984,No second peak,21.7039,No second peak
3785,143,DRB1,Verifi,PASSED,11654,16942,28.764,0.8499
3904,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5488,149,DRB1,Verifi,PASSED,15923,No second peak,6.7374,No second peak
4046,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1216,175,DRB1,Verifi,PASSED,11539,15231,16.2935,5.0407
3751,185,DRB1,Verifi,PASSED,16154,No second peak,6.9346,No second peak
1312,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1974,188,DRB1,Verifi,PASSED,12728,16942,6.7074,0.9231
4105,201,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
912,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
6033,214,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5105,218,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5098,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
911,245,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1266,249,DRB1,Verifi,PASSED,16033,No second peak,9.5118,No second peak
3338,252,DRB1,Verifi,PASSED,11406,No second peak,28.9905,No second peak
2297,259,DRB1,Verifi,PASSED,13306,No second peak,0.5747,No second peak
3508,264,DRB1,Verifi,PASSED,15951,No second peak,0.9059,No second peak
2419,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1628,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4893,349,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3548,364,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4315,367,DRB1,Verifi,PASSED,11488,16529,22.0203,3.5827
4418,380,DRB1,Verifi,PASSED,12893,15951,5.3745,1.5275
3982,393,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4144,395,DRB1,Verifi,PASSED,13306,No second peak,0.5123,No second peak
4101,396,DRB1,Verifi,PASSED,12847,No second peak,5.8857,No second peak
4065,397,DRB1,Verifi,PASSED,9552,15385,0.4686,5.8172
1908,400,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1861,402,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3609,404,DRB1,Verifi,PASSED,11984,15538,11.8964,2.894
4197,407,DRB1,Verifi,PASSED,10745,No second peak,51.2405,No second peak
3917,408,DRB1,Verifi,PASSED,14215,No second peak,23.9359,No second peak
3507,410,DRB1,Verifi,PASSED,13720,No second peak,28.2334,No second peak
3610,412,DRB1,Verifi,PASSED,11539,16154,17.7314,4.7034
1048,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4241,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5992,422,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4824,429,DRB1,Verifi,PASSED,13968,No second peak,20.7406,No second peak
1603,431,DRB1,Verifi,PASSED,11571,15290,15.7045,2.9533
858,433,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
750,437,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
423,441,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
957,444,DRB1,Verifi,PASSED,12155,16846,9.4239,1.6428
991,446,DRB1,Verifi,PASSED,12693,15231,7.54,8.2881
823,449,DRB1,Verifi,PASSED,12616,15231,8.2733,9.1606
897,44,DRB1,Verifi,PASSED,12480,14794,5.5082,8.6919
993,54,DRB1,Verifi,PASSED,11571,15124,21.3263,7.2038
1377,55,DRB1,Verifi,PASSED,11571,No second peak,16.8507,No second peak
2397,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2681,66,DRB1,Verifi,PASSED,12308,18154,9.459,1.3715
3440,71,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2234,82,DRB1,Verifi,PASSED,13078,No second peak,2.7229,No second peak
2233,85,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5516,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1736,90,DRB1,Verifi,PASSED,16116,No second peak,0.3315,No second peak
5113,91,DRB1,Verifi,PASSED,11819,No second peak,18.7714,No second peak
1058,103,DRB1,Verifi,PASSED,11406,18017,16.1845,0.3875
3324,107,DRB1,Verifi,PASSED,12462,17231,8.0403,0.7558
1810,112,DRB1,Verifi,PASSED,14770,No second peak,9.0342,No second peak
2730,113,DRB1,Verifi,PASSED,15616,No second peak,3.4557,No second peak
6143,120,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3781,4,DRB1,Verifi,PASSED,15000,No second peak,17.3409,No second peak
986,14,DRB1,Verifi,PASSED,15738,No second peak,6.9666,No second peak
1025,18,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1752,21,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1222,23,DRB1,Verifi,PASSED,12358,No second peak,15.9196,No second peak
1109,29,DRB1,Verifi,PASSED,13253,15691,1.4605,3.2492
1039,32,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3913,39,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
6029,44,DRB1,Verifi,PASSED,12296,17459,17.695,0.4424
2624,54,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3296,55,DRB1,Verifi,PASSED,12706,No second peak,16.8622,No second peak
3290,60,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4654,66,DRB1,Verifi,PASSED,11708,16748,17.0286,2.9418
300,71,DRB1,Verifi,PASSED,11627,15204,20.5192,5.6313
2388,82,DRB1,Verifi,PASSED,13009,17236,0.3021,9.198
3866,85,DRB1,Verifi,PASSED,14391,No second peak,10.3151,No second peak
5712,88,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3171,90,DRB1,Verifi,PASSED,11747,17222,26.9503,1.2929
3840,91,DRB1,Verifi,PASSED,17461,No second peak,0.6069,No second peak
1864,103,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
650,107,DRB1,Verifi,PASSED,14263,No second peak,26.3539,No second peak
2982,112,DRB1,Verifi,PASSED,11558,16722,30.6434,6.0217
6246,113,DRB1,Verifi,PASSED,12542,14673,8.8402,15.7895
1252,120,DRB1,Verifi,PASSED,12378,17295,20.2054,0.7134
2592,125,DRB1,Verifi,PASSED,13413,No second peak,33.5531,No second peak
2001,129,DRB1,Verifi,PASSED,12937,17222,9.1905,2.0233
5740,143,DRB1,Verifi,PASSED,12144,No second peak,21.8048,No second peak
3363,148,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1975,149,DRB1,Verifi,PASSED,13853,No second peak,25.4887,No second peak
4539,172,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
559,175,DRB1,Verifi,PASSED,15000,No second peak,9.7095,No second peak
2557,185,DRB1,Verifi,PASSED,14345,No second peak,22.2694,No second peak
