sample_ID,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
4338,187,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5250,188,DRB1,Verifi,PASSED,11668,17302,29.6788,1.6138
2230,201,DRB1,Verifi,PASSED,12858,15715,5.607,2.11
4628,209,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2916,214,DRB1,Verifi,PASSED,14017,17541,21.3853,2.7253
5420,218,DRB1,Verifi,PASSED,12952,15082,8.4209,13.4881
5000,233,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2386,245,DRB1,Verifi,PASSED,13771,18689,25.6926,5.2647
2945,249,DRB1,Verifi,PASSED,13096,15477,4.1794,4.8314
2983,252,DRB1,Verifi,PASSED,12858,18175,8.9296,1.4122
3295,259,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3999,264,DRB1,Verifi,PASSED,15318,No second peak,4.5266,No second peak
5235,307,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2091,313,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1312,349,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
,364,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4105,367,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
912,380,DRB1,Verifi,PASSED,13651,16112,1.2225,1.7188
6033,393,DRB1,Verifi,PASSED,14762,No second peak,15.1768,No second peak
5105,395,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5098,396,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
911,397,DRB1,Verifi,PASSED,13197,15820,4.2726,4.4689
4893,400,DRB1,Verifi,PASSED,11476,17049,30.8085,1.2958
3548,402,DRB1,Verifi,PASSED,12132,16804,15.1403,2.1578
1513,404,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5536,407,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3655,408,DRB1,Verifi,PASSED,12858,15318,5.8717,7.457
4810,410,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4314,412,DRB1,Verifi,PASSED,12378,17705,18.8828,4.0082
1435,413,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1862,416,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5661,422,DRB1,Verifi,PASSED,16886,No second peak,5.288,No second peak
5078,4,DRB1,verifi,PASSED,13443,17541,5.8125,1.7434
3989,14,DRB1,verifi,PASSED,12706,16066,13.4803,4.1643
3576,18,DRB1,verifi,PASSED,13361,No second peak,1.2281,No second peak
2900,21,DRB1,verifi,PASSED,12214,No second peak,24.0802,No second peak
4373,23,DRB1,verifi,PASSED,12765,17236,8.9516,1.5761
3011,29,DRB1,verifi,PASSED,17561,No second peak,0.5877,No second peak
2671,32,DRB1,verifi,PASSED,13415,16098,0.6308,0.3865
3933,39,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
720,44,DRB1,verifi,PASSED,15902,No second peak,4.6603,No second peak
4772,54,DRB1,verifi,PASSED,12624,No second peak,13.9768,No second peak
1457,55,DRB1,verifi,PASSED,12624,No second peak,14.791,No second peak
1389,60,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2863,66,DRB1,verifi,PASSED,12684,16911,10.2531,3.0033
1860,71,DRB1,verifi,PASSED,14310,No second peak,21.6514,No second peak
5795,82,DRB1,verifi,PASSED,11546,15122,19.7516,6.14
5090,85,DRB1,verifi,PASSED,14960,No second peak,6.736,No second peak
2729,88,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3541,90,DRB1,verifi,PASSED,15082,No second peak,20.5398,No second peak
1961,91,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5671,103,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5514,107,DRB1,verifi,PASSED,16504,No second peak,5.2293,No second peak
992,112,DRB1,verifi,PASSED,12765,15122,8.0358,11.2017
2210,113,DRB1,verifi,PASSED,13497,No second peak,30.4096,No second peak
5467,120,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4795,125,DRB1,verifi,PASSED,12378,17295,14.1198,1.7179
2067,129,DRB1,verifi,PASSED,16558,No second peak,1.1439,No second peak
3285,143,DRB1,verifi,PASSED,15164,No second peak,9.9028,No second peak
5387,148,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5425,149,DRB1,verifi,PASSED,12115,No second peak,20.5015,No second peak
2186,172,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2996,175,DRB1,verifi,PASSED,14879,No second peak,11.6886,No second peak
2969,185,DRB1,verifi,PASSED,11708,No second peak,27.6744,No second peak
5655,187,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
5564,188,DRB1,verifi,PASSED,15410,19426,14.5914,8.6823
5077,201,DRB1,verifi,PASSED,13033,17377,11.183,2.7036
1820,209,DRB1,verifi,PASSED,12706,16804,3.79,4.4538
1533,214,DRB1,verifi,PASSED,14797,No second peak,12.6898,No second peak
4612,218,DRB1,verifi,PASSED,13822,No second peak,0.9726,No second peak
5738,233,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3159,245,DRB1,verifi,PASSED,13822,No second peak,22.5032,No second peak
3890,249,DRB1,verifi,PASSED,13279,17377,0.4534,9.9423
3752,252,DRB1,verifi,PASSED,14591,16394,0.4492,12.68
4378,259,DRB1,verifi,PASSED,15820,No second peak,6.3161,No second peak
4519,264,DRB1,verifi,PASSED,12132,No second peak,18.5648,No second peak
4128,307,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3944,313,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3542,349,DRB1,verifi,PASSED,14391,No second peak,16.7044,No second peak
3332,364,DRB1,verifi,PASSED,15854,No second peak,2.2029,No second peak
1956,367,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1802,380,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4316,393,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4292,395,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4320,396,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4387,397,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3738,400,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1585,402,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4580,404,DRB1,verifi,PASSED,13443,16066,4.1625,3.0859
3856,407,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
2593,408,DRB1,verifi,PASSED,15902,No second peak,10.0233,No second peak
269,410,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4397,412,DRB1,verifi,PASSED,11708,15285,14.7591,4.2045
3907,413,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
857,416,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4679,422,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
3938,429,DRB1,verifi,PASSED,16558,No second peak,9.1586,No second peak
4311,431,DRB1,verifi,PASSED,12296,17787,15.7154,2.4906
1564,433,DRB1,verifi,PASSED,19016,No second peak,0.2571,No second peak
4680,437,DRB1,verifi,PASSED,12378,15984,20.8854,6.1153
1856,441,DRB1,verifi,PASSED,15529,22607,16.5049,0.871
2896,444,DRB1,verifi,PASSED,12033,14716,10.1352,10.1771
4533,446,DRB1,verifi,PASSED,13009,17317,6.0235,1.2519
0,449,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
0,449,DRB1,verifi,FAILED,FAILED,FAILED,FAILED,FAILED
4778,4,DRB1,GoTaq,PASSED,14716,16098,3.2676,6.4026
3989,14,DRB1,GoTaq,PASSED,11952,No second peak,4.6175,No second peak
1230,18,DRB1,GoTaq,PASSED,11220,14553,16.8082,13.8541
1117,21,DRB1,GoTaq,PASSED,12277,15610,5.0867,2.6666
4050,23,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4371,29,DRB1,GoTaq,PASSED,10570,14228,17.5148,12.8424
1788,32,DRB1,GoTaq,PASSED,11383,15529,11.1301,3.4497
5730,39,DRB1,GoTaq,PASSED,15366,No second peak,4.4427,No second peak
459,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1405,54,DRB1,GoTaq,PASSED,15691,No second peak,4.123,No second peak
4009,55,DRB1,GoTaq,PASSED,14635,No second peak,3.2417,No second peak
700,60,DRB1,GoTaq,PASSED,12765,15285,2.3568,2.3576
2942,66,DRB1,GoTaq,PASSED,11871,14960,8.6726,7.3521
1604,71,DRB1,GoTaq,PASSED,11383,14716,9.9803,4.0216
1872,82,DRB1,GoTaq,PASSED,14716,No second peak,13.9888,No second peak
5001,85,DRB1,GoTaq,PASSED,11871,14553,6.4636,3.8524
5090,88,DRB1,GoTaq,PASSED,14472,No second peak,14.2164,No second peak
2375,90,DRB1,GoTaq,PASSED,11789,No second peak,1.0379,No second peak
4851,91,DRB1,GoTaq,PASSED,11627,15529,7.8659,4.3877
1093,103,DRB1,GoTaq,PASSED,12196,No second peak,2.1969,No second peak
1792,107,DRB1,GoTaq,PASSED,10814,13984,18.0275,15.633
2395,112,DRB1,GoTaq,PASSED,12033,15854,5.5333,2.4299
1389,113,DRB1,GoTaq,PASSED,15204,No second peak,5.4852,No second peak
1463,120,DRB1,GoTaq,PASSED,10651,14553,20.2696,8.458
5099,125,DRB1,GoTaq,PASSED,10407,14310,24.7027,14.5497
2513,129,DRB1,GoTaq,PASSED,11546,15285,9.5093,6.9283
2242,143,DRB1,GoTaq,PASSED,14797,16586,0.8498,1.8123
4834,148,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1399,149,DRB1,GoTaq,PASSED,22341,No second peak,6.3875,No second peak
2603,172,DRB1,GoTaq,PASSED,11871,15448,0.4529,12.637
2188,175,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2885,185,DRB1,GoTaq,PASSED,11302,16261,9.6428,4.6605
4703,187,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2091,188,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5563,201,DRB1,GoTaq,PASSED,15041,No second peak,4.0303,No second peak
2996,209,DRB1,GoTaq,PASSED,14879,No second peak,4.0628,No second peak
5391,214,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4528,218,DRB1,GoTaq,PASSED,11139,13822,12.0496,9.2336
4795,233,DRB1,GoTaq,PASSED,11627,15854,4.3313,2.4737
4659,245,DRB1,GoTaq,PASSED,11708,15854,4.1577,1.6461
5196,249,DRB1,GoTaq,PASSED,11383,15610,11.7702,2.7944
4492,252,DRB1,GoTaq,PASSED,11789,14391,8.5803,6.9079
2864,259,DRB1,GoTaq,PASSED,11383,14960,10.9761,5.8051
4314,264,DRB1,GoTaq,PASSED,10977,15448,25.6542,10.5926
2330,307,DRB1,GoTaq,PASSED,11302,15935,19.293,7.4217
2186,313,DRB1,GoTaq,PASSED,15854,No second peak,0.5308,No second peak
3373,349,DRB1,GoTaq,PASSED,11546,15448,0.4142,9.3528
2510,364,DRB1,GoTaq,PASSED,11708,14147,7.6688,7.1406
5383,367,DRB1,GoTaq,PASSED,10977,15610,18.6593,7.1633
2210,380,DRB1,GoTaq,PASSED,14472,No second peak,3.1056,No second peak
5467,393,DRB1,GoTaq,PASSED,12277,14879,2.2888,1.2191
5537,395,DRB1,GoTaq,PASSED,14310,No second peak,4.5661,No second peak
2040,396,DRB1,GoTaq,PASSED,10245,14879,24.8859,13.1372
2189,397,DRB1,GoTaq,PASSED,14553,No second peak,10.7004,No second peak
349,400,DRB1,GoTaq,PASSED,13415,14879,7.0232,16.2554
1716,402,DRB1,GoTaq,PASSED,10570,14960,17.0642,6.0744
4612,404,DRB1,GoTaq,PASSED,10570,15041,16.8577,5.6163
351,407,DRB1,GoTaq,PASSED,14716,16261,2.0681,4.0564
1922,408,DRB1,GoTaq,PASSED,11464,14960,8.7234,5.2031
3738,410,DRB1,GoTaq,PASSED,10733,14797,11.5762,10.34
2144,412,DRB1,GoTaq,PASSED,13822,18455,7.198,1.115
1820,413,DRB1,GoTaq,PASSED,10977,14066,11.569,9.0206
1871,416,DRB1,GoTaq,PASSED,14228,18374,9.6287,2.5635
5826,422,DRB1,GoTaq,PASSED,13659,15935,5.9384,1.6397
1471,429,DRB1,GoTaq,PASSED,12846,15122,2.2971,3.7095
412,431,DRB1,GoTaq,PASSED,10489,13415,25.2079,22.325
382,433,DRB1,GoTaq,PASSED,14228,15773,2.7662,5.8465
1216,437,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3883,441,DRB1,GoTaq,PASSED,15285,No second peak,3.0174,No second peak
1982,444,DRB1,GoTaq,PASSED,11139,14391,7.417,6.781
1549,446,DRB1,GoTaq,PASSED,11220,15773,18.4216,7.0109
5102,449,DRB1,GoTaq,PASSED,10977,15204,9.1965,3.3503
3990,4,DRB1,GoTaq,PASSED,11789,15935,9.5627,5.4424
3403,14,DRB1,GoTaq,PASSED,15366,No second peak,4.7228,No second peak
3873,18,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1974,21,DRB1,GoTaq,PASSED,11546,14472,11.8411,7.6781
3634,23,DRB1,GoTaq,PASSED,12277,No second peak,8.9283,No second peak
5674,29,DRB1,GoTaq,PASSED,15366,No second peak,2.8671,No second peak
1620,32,DRB1,GoTaq,PASSED,14391,16423,2.7042,4.2494
3881,39,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2370,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5614,54,DRB1,GoTaq,PASSED,11464,15854,18.2942,9.062
1364,55,DRB1,GoTaq,PASSED,12440,15204,3.5904,0.7849
1676,60,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2993,66,DRB1,GoTaq,PASSED,12846,16261,2.327,1.3062
1832,71,DRB1,GoTaq,PASSED,15285,No second peak,10.1376,No second peak
4270,82,DRB1,GoTaq,PASSED,15448,No second peak,4.6148,No second peak
5322,85,DRB1,GoTaq,PASSED,14879,No second peak,4.4823,No second peak
6018,88,DRB1,GoTaq,PASSED,11708,14391,5.0864,4.3885
2211,90,DRB1,GoTaq,PASSED,12602,16017,1.3242,0.7341
822,91,DRB1,GoTaq,PASSED,11871,No second peak,3.5286,No second peak
4500,103,DRB1,GoTaq,PASSED,15529,No second peak,5.2946,No second peak
2710,107,DRB1,GoTaq,PASSED,11383,15691,12.9774,3.5887
2076,112,DRB1,GoTaq,PASSED,14716,16017,0.7444,4.4732
3865,113,DRB1,GoTaq,PASSED,14391,No second peak,7.5421,No second peak
3499,120,DRB1,GoTaq,PASSED,10977,14147,25.1431,15.4284
3337,4,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5098,14,DRB1,GoTaq,PASSED,14532,No second peak,4.0527,No second peak
3798,18,DRB1,GoTaq,PASSED,11407,14844,8.4131,2.9822
4162,21,DRB1,GoTaq,PASSED,7810,9762,7.5483,1.4523
3660,23,DRB1,GoTaq,PASSED,13673,15938,7.2846,4.397
834,29,DRB1,GoTaq,PASSED,11641,15782,3.5398,1.3885
3431,32,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1266,39,DRB1,GoTaq,PASSED,13985,No second peak,13.2936,No second peak
4815,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2011,54,DRB1,GoTaq,PASSED,13204,15782,9.8168,7.5269
2212,55,DRB1,GoTaq,PASSED,10860,13985,19.3316,19.6321
3338,60,DRB1,GoTaq,PASSED,11329,15079,8.518,7.3397
1057,66,DRB1,GoTaq,PASSED,11954,16094,4.63,1.133
296,71,DRB1,GoTaq,PASSED,12032,No second peak,2.7694,No second peak
1003,82,DRB1,GoTaq,PASSED,14376,16172,3.5641,3.762
3771,85,DRB1,GoTaq,PASSED,13985,15469,4.3321,7.7967
1926,88,DRB1,GoTaq,PASSED,14063,18672,19.5465,1.248
2491,90,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2187,91,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1947,103,DRB1,GoTaq,PASSED,10626,14297,24.6343,17.625
5100,107,DRB1,GoTaq,PASSED,10626,14688,13.571,6.3161
1033,112,DRB1,GoTaq,PASSED,12423,16563,2.1177,1.8548
1387,113,DRB1,GoTaq,PASSED,9667,13985,28.773,15.7347
2419,120,DRB1,GoTaq,PASSED,12891,No second peak,1.0219,No second peak
5091,125,DRB1,GoTaq,PASSED,9810,12891,21.3893,14.2732
1679,129,DRB1,GoTaq,PASSED,11798,15625,3.2208,1.8033
3319,143,DRB1,GoTaq,PASSED,11329,14454,10.9408,8.3338
4093,148,DRB1,GoTaq,PASSED,12110,16172,0.3194,3.9062
513,149,DRB1,GoTaq,PASSED,14063,15469,3.1671,7.4088
5114,172,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
407,175,DRB1,GoTaq,PASSED,12735,17891,20.3381,2.3384
3730,185,DRB1,GoTaq,PASSED,10548,13907,13.8602,5.7173
5338,187,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4893,188,DRB1,GoTaq,PASSED,11329,15547,6.4771,1.4925
3737,201,DRB1,GoTaq,PASSED,9857,14922,44.2582,20.9497
3274,209,DRB1,GoTaq,PASSED,9857,15625,1.4864,10.2032
3548,214,DRB1,GoTaq,PASSED,10938,14766,11.5267,4.1136
3273,218,DRB1,GoTaq,PASSED,15157,No second peak,4.6165,No second peak
3332,233,DRB1,GoTaq,PASSED,13048,No second peak,21.5626,No second peak
4198,245,DRB1,GoTaq,PASSED,10313,14922,16.4127,8.1963
4287,249,DRB1,GoTaq,PASSED,15000,No second peak,1.5561,No second peak
1397,252,DRB1,GoTaq,PASSED,11954,15782,4.8036,1.0355
1633,259,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1606,264,DRB1,GoTaq,PASSED,12032,No second peak,44.7148,No second peak
4094,307,DRB1,GoTaq,PASSED,11017,15469,17.8504,6.7281
4101,313,DRB1,GoTaq,PASSED,11329,15625,8.2296,5.8809
2950,349,DRB1,GoTaq,PASSED,14454,No second peak,4.386,No second peak
4403,364,DRB1,GoTaq,PASSED,12110,No second peak,3.9385,No second peak
4078,367,DRB1,GoTaq,PASSED,13126,14844,11.474,14.7035
3659,380,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4307,393,DRB1,GoTaq,PASSED,11017,15079,4.8803,1.8226
3654,395,DRB1,GoTaq,PASSED,13594,18203,25.4518,3.3115
2352,396,DRB1,GoTaq,PASSED,11095,15313,9.8551,5.213
4478,397,DRB1,GoTaq,PASSED,10704,14376,17.4278,12.4431
3609,400,DRB1,GoTaq,PASSED,10938,15235,10.001,3.6716
3986,402,DRB1,GoTaq,PASSED,10392,13516,22.0964,16.0535
5610,404,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4372,407,DRB1,GoTaq,PASSED,10000,13594,32.9947,25.5298
4197,408,DRB1,GoTaq,PASSED,9572,13829,36.7116,22.4531
3685,410,DRB1,GoTaq,PASSED,10235,14610,20.0462,9.272
3553,412,DRB1,GoTaq,PASSED,10938,14219,9.5866,5.3883
3849,413,DRB1,GoTaq,PASSED,11563,No second peak,2.8412,No second peak
3917,416,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3379,422,DRB1,GoTaq,PASSED,11954,No second peak,2.2305,No second peak
4811,429,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4378,431,DRB1,GoTaq,PASSED,14844,18360,9.3022,2.4972
4547,433,DRB1,GoTaq,PASSED,10470,14610,18.8235,5.5047
3610,437,DRB1,GoTaq,PASSED,10938,14454,31.7922,19.1296
4519,441,DRB1,GoTaq,PASSED,10470,14610,15.5154,5.0986
3461,444,DRB1,GoTaq,PASSED,14376,No second peak,3.9214,No second peak
4225,446,DRB1,GoTaq,PASSED,14376,16407,2.3157,1.717
1048,449,DRB1,GoTaq,PASSED,14610,16719,2.2795,0.8875
648,125,DRB1,GoTaq,PASSED,12735,14297,10.2915,16.3773
4128,129,DRB1,GoTaq,PASSED,11329,15235,7.5827,5.4034
4241,143,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3237,148,DRB1,GoTaq,PASSED,15469,No second peak,1.7847,No second peak
2341,149,DRB1,GoTaq,PASSED,11407,16016,13.0269,1.3351
1357,172,DRB1,GoTaq,PASSED,12969,No second peak,20.9632,No second peak
4824,175,DRB1,GoTaq,PASSED,13751,No second peak,31.435,No second peak
2261,185,DRB1,GoTaq,PASSED,10860,13907,1.9081,36.5965
1353,187,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
857,188,DRB1,GoTaq,PASSED,14844,No second peak,1.6718,No second peak
1603,201,DRB1,GoTaq,PASSED,11017,14219,17.6058,7.7474
1296,209,DRB1,GoTaq,PASSED,12969,No second peak,0.6126,No second peak
270,214,DRB1,GoTaq,PASSED,13829,15625,11.9544,13.4157
322,218,DRB1,GoTaq,PASSED,12579,No second peak,30.1674,No second peak
2089,233,DRB1,GoTaq,PASSED,11720,14844,10.6164,2.6819
1400,245,DRB1,GoTaq,PASSED,14063,16016,4.1175,4.134
3017,249,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1113,252,DRB1,GoTaq,PASSED,10157,14297,17.0139,10.9592
2423,259,DRB1,GoTaq,PASSED,11329,15625,6.5887,2.2233
1385,264,DRB1,GoTaq,PASSED,10704,14063,33.2662,19.6895
423,307,DRB1,GoTaq,PASSED,14297,No second peak,11.4856,No second peak
1365,313,DRB1,GoTaq,PASSED,10938,14922,10.7127,10.2244
1371,349,DRB1,GoTaq,PASSED,10626,15000,23.1045,11.7274
1224,364,DRB1,GoTaq,PASSED,12928,No second peak,22.9683,No second peak
2317,4,DRB1,GoTaq,PASSED,10751,15084,7.5886,4.8057
3575,14,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
273,18,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1123,21,DRB1,GoTaq,PASSED,9607,13917,23.5253,13.4203
2462,23,DRB1,GoTaq,PASSED,9705,14251,19.3514,7.2897
2584,29,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1004,32,DRB1,GoTaq,PASSED,14167,No second peak,10.415,No second peak
2415,39,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2474,44,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2889,54,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4716,55,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2445,60,DRB1,GoTaq,PASSED,11334,15250,1.6211,2.2886
2460,66,DRB1,GoTaq,PASSED,9951,14167,11.5542,4.3698
940,71,DRB1,GoTaq,PASSED,10251,12751,11.0166,11.4968
2533,82,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3391,85,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1379,88,DRB1,GoTaq,PASSED,12834,No second peak,24.964,No second peak
2681,90,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2583,91,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1981,103,DRB1,GoTaq,PASSED,9705,12751,27.0411,13.5517
1237,107,DRB1,GoTaq,PASSED,9754,13751,22.995,15.0801
3500,112,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1819,113,DRB1,GoTaq,PASSED,9558,12501,18.7087,9.739
2288,120,DRB1,GoTaq,PASSED,9705,14334,23.656,6.7767
2334,125,DRB1,GoTaq,PASSED,9656,12917,18.9828,12.5462
4227,129,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2075,143,DRB1,GoTaq,PASSED,15334,No second peak,2.5638,No second peak
1770,148,DRB1,GoTaq,PASSED,14917,No second peak,5.4671,No second peak
4319,149,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1841,172,DRB1,GoTaq,PASSED,12334,No second peak,21.9771,No second peak
5155,175,DRB1,GoTaq,PASSED,10918,No second peak,1.806,No second peak
2311,185,DRB1,GoTaq,PASSED,11251,15834,3.6651,1.577
1760,187,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5113,188,DRB1,GoTaq,PASSED,10084,14417,13.8933,4.2015
1074,201,DRB1,GoTaq,PASSED,14001,18750,10.3271,1.8653
5455,209,DRB1,GoTaq,PASSED,13417,15500,5.7292,3.8682
6095,214,DRB1,GoTaq,PASSED,10834,15084,3.9961,1.2456
4801,218,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1058,233,DRB1,GoTaq,PASSED,8328,11834,3.7673,1.7044
2306,245,DRB1,GoTaq,PASSED,10000,13917,16.3549,7.8905
3324,249,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2514,252,DRB1,GoTaq,PASSED,9803,13501,14.5229,13.7433
4548,259,DRB1,GoTaq,PASSED,9656,13501,11.2827,7.7682
1737,264,DRB1,GoTaq,PASSED,9951,11584,1.2593,31.3592
1810,307,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4777,313,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3755,349,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5384,364,DRB1,GoTaq,PASSED,9410,13834,28.8744,16.9371
5934,367,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
2730,380,DRB1,GoTaq,PASSED,13167,No second peak,4.4292,No second peak
4903,393,DRB1,GoTaq,PASSED,9164,12334,33.5586,17.264
1128,395,DRB1,GoTaq,PASSED,10751,No second peak,2.1444,No second peak
2446,396,DRB1,GoTaq,PASSED,10251,No second peak,5.4761,No second peak
3016,397,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
833,400,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
804,402,DRB1,GoTaq,PASSED,12084,14251,8.6684,8.0394
2448,404,DRB1,GoTaq,PASSED,10925,14790,7.585,6.1051
5156,407,DRB1,GoTaq,PASSED,11850,No second peak,3.7283,No second peak
3781,408,DRB1,GoTaq,PASSED,14202,16051,2.7366,2.423
4228,410,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1756,412,DRB1,GoTaq,PASSED,13446,No second peak,11.2373,No second peak
5226,413,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
986,416,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1567,422,DRB1,GoTaq,PASSED,11766,No second peak,2.5153,No second peak
4852,429,DRB1,GoTaq,PASSED,12102,No second peak,2.4691,No second peak
2832,431,DRB1,GoTaq,PASSED,15211,No second peak,0.5036,No second peak
4715,433,DRB1,GoTaq,PASSED,11429,No second peak,2.8628,No second peak
4157,437,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4742,441,DRB1,GoTaq,PASSED,15547,No second peak,0.6841,No second peak
1286,444,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
